scour 0.38.2-5
screen 5.0.1-3.1
screenfetch 3.9.9-1
scx-manager 1.15.3-1
scx-scheds 1.0.14-2
sddm 0.21.0-8
sddm-sugar-candy-git 1.6r42.d31dbf5-1
sdl12-compat 1.2.68-2.1
sdl2-compat 2.32.56-2.1
sdl2_image 2.8.8-1.1
sdl2_mixer 2.8.1-2.1
sdl2_ttf 2.24.0-1.3
sdl3 3.2.18-1.1
sdl_image 1.2.12-9.1
sdl_mixer 1.2.12-12.1
sdl_ttf 2.0.11-7.1
sdparm 1.12-1.1
seabios 1.17.0-1
seatd 0.9.1-1.1
sed 4.9-3.2
sequoia-sqv 1.3.0-1.1
serd 0.32.4-1.1
sg3_utils 1.48-1.2
shaderc 2025.3-1.1
shadow 4.18.0-1.1
shared-mime-info 2.4-2.1
shiboken6 6.9.1-2.1
shotwell 2:0.32.13-1.1
signon-kwallet-extension 25.04.3-1.1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3.1
signond 8.61-3.1
simple-scan 48.1-1.1
slang 2.3.3-4.1
slurp 1.5.0-1.1
smartmontools 7.5-1.1
smbclient 2:4.22.3-1.1
snap-pac 3.0.1-3
snapper 0.12.2-4.1
snapper-support 1.1.2-3.1
snapper-tools 1.3.1-1
snappy 1.2.2-2.1
sndio 1.10.0-1.4
sof-firmware 2025.05-1
solid 6.16.0-1.1
solid5 5.116.0-1.1
sonnet 6.16.0-1.1
sonnet5 5.116.0-1.1
sord 0.16.18-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1.1
sox 14.4.2+r184+gf3094754-7.2
spandsp 0.0.6-5
spdlog 1.15.3-1.1
speech-dispatcher 0.12.1-1.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spice 0.16.0-2.1
spice-gtk 0.42-4
spice-protocol 0.14.5-1
spicetify-cli 2.40.11-1
spirv-tools 1:1.4.321.0-1.1
splix 2.0.1-1.1
spotify 1:1.2.63.394-1
spotify-launcher 0.6.3-2.1
sqlite 3.50.3-1
squashfs-tools 4.7-1.1
squashfuse 0.6.1-1.1
sratom 0.6.18-1
srt 1.5.4-1.1
sshfs 3.7.3-3.1
sstp-client 1:1.0.19-4.1
starship 1.23.0-1.1
startup-notification 0.12-8.2
steam 1.0.0.82-2
steam-native-runtime 1.0.0.75-4
stk 5.0.1-3.2
stoken 0.92-5.1
stress 1.0.7-3.1
strongswan 6.0.1-1.1
sudo 1.9.17.p1-1.1
suil 0.10.20-1.1
suitesparse 7.11.0-1.1
svt-av1 3.0.2-2
svt-hevc 1.5.1-3.2
swappy 1.5.1-2.1
swaybg 1.2.1-1.1
swayfx 0.5.3-4
swayidle 1.8.0-2.1
swayimg 4.5-1.1
swaylock-effects 1.7.0.0-4
swaync 0.12.1-1.1
swayr 0.28.1-1
syndication 6.16.0-1.1
syntax-highlighting 6.16.0-1.1
sysfsutils 2.1.1-2.2
syslinux 6.04.pre3.r3.g05ac953c-3.1
system-config-printer 1.5.18-5.1
systemd 257.7-2
systemd-libs 257.7-2
systemd-resolvconf 257.7-2
systemd-sysvcompat 257.7-2
systemd-ui 3-5.1
taglib 2.1.1-1.1
taglib1 1.13.1-2.1
talloc 2.4.3-1.1
tar 1.35-2.1
tcl 8.6.16-1.1
tdb 1.4.13-1.1
tela-circle-icon-theme-nord 2025_02_10-1
terminus-font 4.49.1-8
tevent 1:0.17.0-1.1
texinfo 7.2-1.1
texlive-basic 2025.2-1
texlive-bin 2025.2-1.1
texlive-fontsextra 2025.2-1
thin-provisioning-tools 1.2.0-1.1
thunar 4.20.4-1.1
thunar-archive-plugin 0.6.0-1.1
thunar-volman 4.20.0-2.1
thunderbird 141.0-1.1
tinysparql 3.9.2-2
tk 8.6.16-1.1
tomlplusplus 3.4.0-1.1
tpm2-tss 4.1.3-1.1
traceroute 2.1.6-1.1
tslib 1.23-1.1
ttf-bitstream-vera 1.10-16
ttf-caladea 20200113-4
ttf-carlito 20230509-2
ttf-croscore 20220810-3
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-droid 20121017-11
ttf-fantasque-sans-mono 1.8.0-3
ttf-fira-sans 1:4.301-2
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.4.0-1
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-opensans 3.003-1
ttf-ubuntu-font-family 1:0.83-2
tumbler 4.20.0-3.1
twolame 0.4.0-4.1
tzdata 2025b-1.1
uchardet 0.0.8-3.1
udisks2 2.10.1-6.1
ufw 0.36.2-5
ugrep 7.5.0-1.1
unace 2.5-11.1
unarchiver 1.10.8-5.1
unarj 2.65-2
unixodbc 2.3.12-3.1
unrar 1:7.1.10-1.1
unzip 6.0-23.1
upower 1.90.9-1.1
usb_modeswitch 2.6.2-1.1
usbmuxd 1.1.1-4.1
usbredir 0.15.0-1.1
usbutils 018-1.1
usd 25.05.01-2.1
uthash 2.3.0-2
util-linux 2.41.1-1.1
util-linux-libs 2.41.1-1.1
v4l-utils 1.30.1-1.1
vala 0.56.18-4.1
vamp-plugin-sdk 2.10.0-3.1
vapoursynth R70-2.1
vde2 2.3.3-8.1
verdict 1.4.2-1.1
vi 1:070224-6.1
vid.stab 1.1.1-2.1
vim 9.1.1552-1.1
vim-runtime 9.1.1552-1.1
virglrenderer 1.1.1-1.1
virtiofsd 1.13.2-1.1
visual-studio-code-bin 1.102.3-1
vivaldi 7.5.3735.58-1.1
vivaldi-ffmpeg-codecs 138.0.7204.188-1.1
vkbasalt 0.3.2.10-1.1
vkbasalt-cli 3.1.1-4
vkd3d 1.16-1.1
vlc 3.0.21-27.1
vlc-cli 3.0.21-27.1
vlc-gui-qt 3.0.21-27.1
vlc-plugin-a52dec 3.0.21-27.1
vlc-plugin-alsa 3.0.21-27.1
vlc-plugin-archive 3.0.21-27.1
vlc-plugin-dav1d 3.0.21-27.1
vlc-plugin-dbus 3.0.21-27.1
vlc-plugin-dbus-screensaver 3.0.21-27.1
vlc-plugin-faad2 3.0.21-27.1
vlc-plugin-flac 3.0.21-27.1
vlc-plugin-gnutls 3.0.21-27.1
vlc-plugin-inflate 3.0.21-27.1
vlc-plugin-journal 3.0.21-27.1
vlc-plugin-jpeg 3.0.21-27.1
vlc-plugin-lua 3.0.21-27.1
vlc-plugin-mpg123 3.0.21-27.1
vlc-plugin-ogg 3.0.21-27.1
vlc-plugin-opus 3.0.21-27.1
vlc-plugin-png 3.0.21-27.1
vlc-plugin-pulse 3.0.21-27.1
vlc-plugin-shout 3.0.21-27.1
vlc-plugin-speex 3.0.21-27.1
vlc-plugin-tag 3.0.21-27.1
vlc-plugin-theora 3.0.21-27.1
vlc-plugin-twolame 3.0.21-27.1
vlc-plugin-vorbis 3.0.21-27.1
vlc-plugin-vpx 3.0.21-27.1
vlc-plugin-xml 3.0.21-27.1
vlc-plugins-base 3.0.21-27.1
vlc-plugins-video-output 3.0.21-27.1
vmaf 3.0.0-1.1
volume_key 0.3.12-11.1
vpnc 1:0.5.3.r539.r239-1.2
vte-common 0.80.3-1.1
vte3 0.80.3-1.1
vulkan-icd-loader 1.4.321.0-1.1
vulkan-mesa-layers 1:25.1.7-2
vulkan-radeon 1:25.1.7-2
vulkan-tools 1.4.321.0-1.1
w3m 0.5.3.git20230713_1-1.1
wavpack 5.8.1-1.1
waybar 0.13.0-3.1
waybar-module-pacman-updates-git 0.2.9-1
wayland 1.23.1-2.1
wayland-protocols 1.45-1
wdisplays 1.1.3-1
webkit2gtk 2.48.4-1
webkit2gtk-4.1 2.48.4-1
webp-pixbuf-loader 0.2.7-1.1
webrtc-audio-processing-1 1.3-5.1
wf-recorder 0.5.0-2.1
wget 1.25.0-2.1
which 2.23-1.1
whois 5.6.1-1.1
wildmidi 0.4.6-1.1
wine 10.12-1
wine-cachyos-opt 2:10.0.20250623-3
winetricks 20250102-1
wireguard-tools 1.0.20250521-1.1
wireless-regdb 2025.07.10-1
wireless_tools 30.pre9-4.1
wireplumber 0.5.10-1.1
wl-clipboard 1:2.2.1-3.1
wlogout 1.2.2-0
wlogout-debug 1.2.2-0
wlroots0.19 0.19.0-1.2
wlsunset 0.4.0-1.1
woff2 1.0.2-6.1
woff2-font-awesome 7.0.0-4
wofi 1.5.1-1.1
wolfssl 5.8.2-1
wpa_supplicant 2:2.11-3.1
wqy-zenhei 0.9.45-10
wtype 0.4-2.1
wvdial 1.61-9.1
wvstreams 4.6.1-21.1
wxwidgets-common 3.2.8.1-2
wxwidgets-gtk3 3.2.8.1-2
x264 3:0.164.r3108.31e19f9-3.1
x265 4.1-1.1
xapp 2.8.9-1.1
xarchiver 0.5.4.25-1.1
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1.1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.5-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xcur2png 0.7.1-8.1
xdg-dbus-proxy 0.1.6-1.1
xdg-desktop-portal 1.20.3-1.2
xdg-desktop-portal-cosmic 1.0.0.alpha.7-1.1
xdg-desktop-portal-wlr 0.7.1-1.1
xdg-user-dirs 0.18-2.1
xdg-user-dirs-gtk 0.14-1.1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2.1
xf86-input-elographics 1.4.4-1.2
xf86-input-evdev 2.11.0-1.1
xf86-input-libinput 1.5.0-1.1
xf86-input-synaptics 1.10.0-1.1
xf86-input-void 1.4.2-2.1
xf86-input-wacom 1.2.3-1.1
xf86-video-amdgpu 23.0.0-2.1
xf86-video-ati 1:22.0.0-2.1
xf86-video-fbdev 0.5.1-1.1
xf86-video-vesa 2.6.0-2.1
xfce4-mount-plugin 1.2.0-1.1
xfce4-panel 4.20.4-1.1
xfce4-terminal 1.1.5-1.1
xfconf 4.20.0-2.1
xfsprogs 6.15.0-1
xkeyboard-config 2.45-1
xl2tpd 1.3.19-1.1
xmlsec 1.3.7-2
xmlto 0.0.29-1.1
xone-dkms-git 0.3.5.r0.g336bf77-1
xone-dongle-firmware 1.0.46.1-2
xorg-bdftopcf 1.1.2-1.1
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-2.1
xorg-fonts-100dpi 1.0.4-3
xorg-fonts-75dpi 1.0.4-2
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1.1
xorg-mkfontscale 1.2.3-1.3
xorg-server 21.1.18-2.1
xorg-server-common 21.1.18-2.1
xorg-server-devel 21.1.18-2.1
xorg-server-xephyr 21.1.18-2.1
xorg-server-xnest 21.1.18-2.1
xorg-server-xvfb 21.1.18-2.1
xorg-sessreg 1.1.4-1.1
xorg-setxkbmap 1.3.4-2.1
xorg-smproxy 1.0.8-1.1
xorg-twm 1.0.13.1-1.1
xorg-util-macros 1.20.2-1
xorg-x11perf 1.7.0-1.1
xorg-xauth 1.1.4-1.1
xorg-xbacklight 1.2.4-1.1
xorg-xclock 1.1.1-2.1
xorg-xcmsdb 1.0.7-1.1
xorg-xcursorgen 1.0.9-1.1
xorg-xdpyinfo 1.3.4-2.1
xorg-xdriinfo 1.0.7-2.1
xorg-xev 1.2.6-1.2
xorg-xgamma 1.0.7-2.1
xorg-xhost 1.0.10-1.2
xorg-xinit 1.4.4-1.1
xorg-xinput 1.6.4-2.1
xorg-xkbcomp 1.4.7-1.1
xorg-xkbevd 1.1.6-1.1
xorg-xkbprint 1.0.7-1.1
xorg-xkbutils 1.0.6-1.2
xorg-xkill 1.0.6-2.1
xorg-xlsatoms 1.1.4-2.1
xorg-xlsclients 1.1.5-2.2
xorg-xmodmap 1.0.11-2.1
xorg-xpr 1.2.0-1.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.3-1.1
xorg-xrdb 1.2.2-2.1
xorg-xrefresh 1.1.0-1.1
xorg-xset 1.2.5-2.1
xorg-xsetroot 1.1.3-2.2
xorg-xvinfo 1.1.5-2.1
xorg-xwayland 24.1.8-1.1
xorg-xwd 1.0.9-2.1
xorg-xwininfo 1.1.6-2.1
xorg-xwud 1.0.7-1.1
xorgproto 2024.1-2
xpadneo-dkms 0.9.7-1
xsel 1.2.1-2.1
xterm 401-1.1
xvidcore 1.3.7-3.1
xxhash 0.8.3-1
xz 5.8.1-2
yad 14.1-2.1
yaml-cpp 0.8.0-2.1
yay 12.5.0-1
yay-debug 12.5.0-1
ydotool 1.0.4-2.1
yyjson 0.11.1-1.1
zbar 0.23.93-4.1
zenity 4.1.90-1.1
zeromq 4.3.5-2.1
zimg 3.0.5-1.1
zip 3.0-11.1
zita-convolver 4.0.3-4.1
zix 0.6.2-1.1
zlib-ng 2.2.4-2
zlib-ng-compat 2.2.4-2
zram-generator 1.2.1-1.1
zsh 5.9-5.1
zsh-autocomplete 25.03.19-1
zsh-autosuggestions 0.7.1-1
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-1
zstd 1.5.7-2
zvbi 0.2.44-1.1
zxing-cpp 2.3.0-5.1
zziplib 0.13.80-1.1
