libepubgen 0.1.1-5.1
libetonyek 0.1.12-3.1
libev 4.33-4.1
libevdev 1.13.4-1.1
libevent 2.1.12-4.1
libexif 0.6.25-1.1
libexttextcat 3.4.7-1.1
libfdk-aac 2.0.3-1.1
libffi 3.5.1-1.1
libfontenc 1.1.8-1.1
libfprint 1.94.9-1.1
libfreeaptx 0.2.2-1.1
libfreehand 0.1.2-5.1
libftdi 1.5-7.1
libgcrypt 1.11.1-1.1
libgcrypt15 1.5.6-6
libgdata 0.18.1-4.1
libgedit-amtk 5.9.1-1.2
libgedit-gfls 1:0.3.0-1.1
libgedit-gtksourceview 299.5.0-2.1
libgedit-tepl 6.13.0-1.1
libgee 0.20.8-1.1
libgexiv2 0.14.6-1.1
libgig 4.4.1-1.1
libgirepository 1.84.0-2.1
libglvnd 1.7.0-3.1
libgme 0.6.4-1.1
libgnomekbd 1:3.28.1-1.1
libgoa 3.54.5-1.1
libgpg-error 1.55-1.1
libgphoto2 2.5.32-2.1
libgsf 1.14.53-2.1
libgtop 2.41.3-2.1
libgudev 238-3.1
libgusb 0.4.9-2.1
libhandy 1.8.3-2.1
libharu 2.4.5-1.1
libheif 1.20.1-2.1
libibus 1.5.32-1.1
libice 1.1.2-1.1
libid3tag 0.16.3-2.1
libidn 1.43-1.1
libidn11 1.33-2
libidn2 2.3.7-1.1
libiec61883 1.2.0-8.1
libieee1284 0.2.11-18.1
libimagequant 4.4.0-1
libimobiledevice 1.3.0-16.1
libimobiledevice-glue 1.3.2-1.1
libindicator-gtk2 12.10.1-10
libinih 58-1.1
libinput 1.28.1-1.1
libinput-gestures 2.80-1.1
libinstpatch 1.1.7-2.1
libiptcdata 1.0.5-4.1
libisl 0.27-1.1
libisoburn 1.5.6-1.1
libisofs 1.5.6-1.1
libixion 0.20.0-2.1
libjcat 0.2.3-2.2
libjpeg-turbo 3.1.1-1.1
libjpeg6-turbo 1.5.3-2.2
libjuice 1.6.0-1.1
libjxl 0.11.1-4.1
libkdcraw5 25.04.3-1
libkeyfinder 2.2.8-1.1
libksba 1.6.7-2.1
liblangtag 0.6.7-2.1
liblc3 1.1.3-1.1
libldac 2.0.2.3-2.1
libldap 2.6.10-2
libliftoff 0.5.0-1.1
liblo 1:0.32-1.2
liblouis 3.34.0-1.1
liblqr 0.4.3-1.1
liblrdf 0.6.1-5.1
libltc 1.3.2-2.1
libmad 0.15.1b-10.1
libmalcontent 0.13.0-1.1
libmanette 0.2.12-1.1
libmaxminddb 1.12.2-2.2
libmbim 1.32.0-1.1
libmd 1.1.0-2.1
libmfx 23.2.2-4
libmicrodns 0.2.0-2.1
libmikmod 3.3.13-1.1
libmm-glib 1.24.0-2.1
libmms 0.6.4-5.1
libmng 2.0.3-4.1
libmnl 1.0.5-2.1
libmodplug 0.8.9.0-6.1
libmpc 1.3.1-2.1
libmpcdec 1:0.1+r475-6
libmpdclient 2.23-1.1
libmpeg2 0.5.1-10.2
libmspack 1:1.11-1.2
libmspub 0.1.4-17.1
libmtp 1.1.22-1.1
libmwaw 0.3.22-3.1
libmypaint 1.6.1-2.1
libmysofa 1.3.3-1.1
libmythes 1:1.2.5-2.1
libnautilus-extension 48.3-1.1
libnbd 1.22.3-1.1
libndp 1.9-1.2
libnetfilter_conntrack 1.0.9-2.1
libnewt 0.52.25-1.1
libnfnetlink 1.0.2-2.1
libnfs 6.0.2-5.2
libnftnl 1.2.9-1.1
libnghttp2 1.66.0-1.1
libnghttp3 1.11.0-1.1
libnice 0.1.22-2.1
libnl 3.11.0-1.1
libnm 1.52.1-1
libnma 1.10.6-3.1
libnma-common 1.10.6-3.1
libnotify 0.8.6-1.1
libnsl 2.0.1-1.1
libnumbertext 1.0.11-2.1
libnvme 1.15-1
libodfgen 0.1.8-4
libogg 1.3.6-1.1
libopenmpt 0.8.2-1.1
libopenraw 0.3.7-2.1
libopusenc 0.2.1-5.1
liborcus 0.20.1-1.1
libosinfo 1.12.0-2.1
libp11-kit 0.25.5-1.1
libpagemaker 0.0.4-4.2
libpamac-aur 11.7.3-5
libpaper 2.2.6-1.1
libpcap 1.10.5-3.1
libpciaccess 0.18.1-2.1
libpeas 1.36.0-7.1
libpgm 5.3.128-3.1
libpipeline 1.5.8-1.1
libpipewire 1:1.4.7-1.1
libplacebo 7.351.0-2.1
libplasma 6.4.3-1.1
libplist 2.7.0-1.1
libpng 1.6.50-1.1
libpng12 1.2.59-2.1
libportal 0.9.1-2.1
libportal-gtk3 0.9.1-2.1
libportal-gtk4 0.9.1-2.1
libppd 2.1.1-1.1
libproxy 0.5.10-1.1
libpsl 0.21.5-2.1
libpulse 17.0+r43+g3e2bb8a1e-1.1
libpwquality 1.4.5-6.1
libqmi 1.36.0-1.1
libqrtr-glib 1.2.2-4.1
libqxp 0.0.2-13.1
libraqm 0.10.2-1.1
libraw 0.21.4-1.1
libraw1394 2.1.2-4.1
libreoffice-fresh 25.2.5-1.1
librevenge 0.0.5-3.2
librsvg 2:2.60.0-2.1
librsync 1:2.3.4-2.1
librtmp0 2.4-6.1
libsamplerate 0.2.2-3.1
libsasl 2.1.28-5.1
libsass 3.6.6-1.2
libsbsms 2.3.0-5.1
libscfg 0.1.1-4.2
libseccomp 2.5.6-1.1
libsecret 0.21.7-1.1
libshout 1:2.4.6-5.1
libsidplayfp 2.15.0-1.1
libsigc++ 2.12.1-1.2
libsigc++-3.0 3.6.0-1.2
libsigsegv 2.15-1.1
libsixel 1.10.5-1.1
libslirp 4.9.1-1.1
libsm 1.2.6-1.2
libsndfile 1.2.2-3.1
libsodium 1.0.20-1.1
libsonic 0.2.0-2
libsoup 2.74.3-3.1
libsoup3 3.6.5-1
libsoxr 0.1.3-4.1
libspeechd 0.12.1-1.1
libspiro 1:20240903-1.2
libspnav 1.2-1.1
libspng 0.7.4-2.2
libsrtp 1:2.7.0-1.1
libssh 0.11.2-1.1
libssh2 1.11.1-1.1
libstaroffice 0.0.7-4.1
libstemmer 3.0.1-1.1
libsynctex 2025.2-1.1
libsysprof-capture 48.0-6.1
libtasn1 4.20.0-1.1
libteam 1.32-2.1
libthai 0.1.29-3.1
libtheora 1.2.0-1.1
libtiff 4.7.0-1.1
libtiff4 3.9.7-6
libtirpc 1.3.6-2.1
libtommath 1.3.0-1.2
libtool 2.5.4+r23+g5b582aed-3
libtorrent-rasterbar 1:2.0.11-4.1
libtraceevent 1:1.8.4-1.1
libtracefs 1.8.2-1.1
libudev0-shim 2-1.1
libunibreak 6.1-1.2
libunistring 1.3-1.1
libunwind 1.8.2-1.1
libupnp 1.14.24-1.2
liburcu 0.15.3-1.1
liburing 2.11-1.1
libusb 1.0.29-1.1
libusb-compat 0.1.8-2.1
libusbmuxd 2.1.1-1.1
libutempter 1.2.3-1.1
libutf8proc 2.10.0-1.1
libuv 1.51.0-1
libva 2.22.0-1.1
libvarlink 24-1.1
libvdpau 1.5-3.1
libverto 0.3.2-5.1
libvirt 1:11.6.0-1.1
libvirt-glib 5.0.0-3.2
libvisio 0.1.8-3.1
libvlc 3.0.21-27.1
libvorbis 1.3.7-4.1
libvpl 2.15.0-1.1
libvpx 1.15.0-1.1
libvpx1.3 1.3.0-3
libwacom 2.16.1-1
libwbclient 2:4.22.3-1.1
libwebp 1.6.0-1.1
libwebsockets 4.3.5-1.1
libwireplumber 0.5.10-1.1
libwmf 0.2.13-4.1
libwnck3 43.2-1.1
libwpd 0.10.3-5.1
libwpg 0.3.4-2.1
libwps 0.4.14-3.2
libx11 1.8.12-1.1
libx86emu 3.7-1.1
libxau 1.0.12-1.1
libxaw 1.0.16-1.1
libxcb 1.17.0-1.2
libxcomposite 0.4.6-2.1
libxcrypt 4.4.38-1.1
libxcrypt-compat 4.4.38-1.1
libxcursor 1.2.3-1.1
libxcvt 0.1.3-1.1
libxdamage 1.1.6-2.1
libxdmcp 1.1.5-1.2
libxdp 1.5.5-1.1
libxext 1.3.6-1.2
libxfce4ui 4.20.1-2.1
libxfce4util 4.20.1-1.1
libxfce4windowing 4.20.3-1.1
libxfixes 6.0.1-2.1
libxfont2 2.0.7-1.1
libxft 2.3.9-1.2
libxi 1.8.2-1.1
libxinerama 1.1.5-2.1
libxkbcommon 1.10.0-1.1
libxkbcommon-x11 1.10.0-1.1
libxkbfile 1.1.3-1.1
libxklavier 5.4-6.1
libxml2 2.14.5-1.1
libxmlb 0.3.22-1.1
libxmp 4.6.3-1.1
libxmu 1.2.1-1.1
libxpm 3.5.17-2.1
libxpresent 1.0.1-2.1
libxrandr 1.5.4-1.1
libxrender 0.9.12-1.1
libxres 1.2.2-2.2
libxshmfence 1.3.3-1.1
libxslt 1.1.43-2.1
libxss 1.2.4-2.2
libxt 1.3.1-1.1
libxtst 1.2.5-1.1
libxv 1.0.13-1.1
libxvmc 1.0.14-1.2
libxxf86vm 1.1.6-1.1
libyaml 0.2.5-3.1
libyuv r2426+464c51a03-1.1
libzip 1.11.4-1.2
libzmf 0.0.2-17.1
licenses 20240728-1
lilv 0.24.26-1
linux 6.15.8.arch1-2
linux-api-headers 1:6.15-2
linux-atm 2.5.2-9.1
linux-cachyos 6.16.0-5
linux-cachyos-eevdf 6.16.0-2
linux-cachyos-eevdf-headers 6.16.0-2
linux-cachyos-headers 6.16.0-5
linux-firmware 1:20250708-2
linux-firmware-amdgpu 1:20250708-2
linux-firmware-atheros 1:20250708-2
linux-firmware-broadcom 1:20250708-2
linux-firmware-cirrus 1:20250708-2
linux-firmware-intel 1:20250708-2
linux-firmware-mediatek 1:20250708-2
linux-firmware-nvidia 1:20250708-2
linux-firmware-other 1:20250708-2
linux-firmware-radeon 1:20250708-2
linux-firmware-realtek 1:20250708-2
linux-firmware-whence 1:20250708-2
linux-headers 6.15.8.arch1-2
linux-zen 6.15.8.zen1-2
linux-zen-headers 6.15.8.zen1-2
linuxconsole 1.8.1-1.1
lirc 1:0.10.2-5.1
lld 20.1.8-1.1
llvm 20.1.8-2
llvm-libs 20.1.8-2
lm_sensors 1:3.6.2-1.1
lmdb 0.9.33-1.1
lmms 1.2.2-25
log4cplus 2.1.0-2.1
logrotate 3.22.0-1.1
lowdown 1.4.0-1.1
lpsolve 5.5.2.11-3.1
lrzip 0.651-3.1
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.5-2.1
lua 5.4.8-2.1
luajit 2.1.1753364724-1.1
luit 20240910-1.1
lutris 0.5.19-6
luxtorpeda-git 73.0.1.r9.g5e505fc-2
lv2 1.18.10-1
lvm2 2.03.34-1.1
lxsession 1:0.5.6-1.2
lz4 1:1.10.0-3
lzip 1.25-2.2
lzo 2.10-5.1
lzop 1.04-4.1
m4 1.4.20-1.1
mailcap 2.1.54-2
make 4.4.1-2.1
mako 1.10.0-1.1
man-db 2.13.1-1.1
man-pages 6.15-1
mangohud 0.8.1-1.1
manifold 3.2.0-1.1
materialx 1.39.3-1.1
mbedtls 3.6.4-1
md4c 0.5.2-1.1
mdadm 4.4-1
media-player-info 26-1
meld 3.22.3-1
memtest86+ 7.20-2
mesa 1:25.1.7-2
mesa-demos 9.0.0-7.1
mesa-utils 9.0.0-7.1
meson 1.8.3-1
micro 2.0.14-1.1
microsoft-edge-stable-bin 138.0.3351.95-1
minizip 1:1.3.1-2.1
minizip-ng 4.0.10-1.1
mixxx 2.5.1-4
mjpegtools 2.2.1-3.1
mkinitcpio 39.2-4
mkinitcpio-archiso 72-1
mkinitcpio-busybox 1.36.1-1.1
mkinitcpio-nfs-utils 0.3-8.1
mlt 7.32.0-2.1
mobile-broadband-provider-info 20250613-1
modem-manager-gui 0.0.20-3.1
modemmanager 1.24.0-2.1
mousepad 0.6.5-1.1
mousetweaks 3.32.0-2.1
movit 1.7.1-2.1
mpc 0.35-1.2
mpd 0.24.5-1.1
mpdecimal 4.0.1-1.1
mpfr 4.2.2-1.1
mpg123 1.33.1-1.1
mplayer 38542-5
mpv 1:0.40.0-5.1
mtdev 1.1.7-1.1
mtools 1:4.0.49-1.1
mtpfs 1.1-5.1
mujs 1.3.7-1.1
mypaint-brushes1 1.3.1-2
nano 8.5-1.1
nanobind 2.8.0-1
ncurses 6.5-4.1
ndctl 79-1.1
ndisc6 1.0.8-1.3
neofetch 7.1.0-4
neon 0.35.0-1
net-snmp 5.9.4-7.1
net-tools 2.10-3.1
netctl 1.29-2
netpbm 10.86.47-1.1
nettle 3.10.2-1.1
network-manager-applet 1.36.0-1
network-manager-sstp 1.3.2-3.1
networkmanager 1.52.1-1
networkmanager-l2tp 1.20.20-3.1
networkmanager-openconnect 1.2.10-3.1
networkmanager-openvpn 1.12.0-1.1
networkmanager-pptp 1.2.12-6.1
networkmanager-strongswan 1.6.1-1.1
networkmanager-support 1-9
networkmanager-vpnc 1.4.0-1.1
nfs-utils 2.8.3-2.1
nfsidmap 2.8.3-2.1
nftables 1:1.1.3-1.1
nilfs-utils 2.2.11-1.1
ninja 1.12.1-2.2
nlohmann-json 3.12.0-2
nm-cloud-setup 1.52.1-1
nm-connection-editor 1.36.0-1
nmap 7.97-1.2
nordic-darker-theme 2.2.0-1.2
noto-fonts 1:2025.07.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.048-1
npth 1.8-1.1
nspr 4.37-1.1
nss 3.114-1.1
nss-mdns 0.15.1-2.1
ntfs-3g 2022.10.3-2.1
numactl 2.0.19-1
numlockx 1.2-6.1
nwg-clipman 0.2.7-1
nwg-displays 0.3.25-1
nwg-dock 0.4.3-1.1
nwg-dock-hyprland 0.4.8-1.1
nwg-drawer 0.7.4-1.1
nwg-hello 0.4.1-1
nwg-icon-picker 0.1.1-5
nwg-launchers 0.7.1-1
nwg-look 1.0.6-1.1
nwg-menu 0.1.9-1.1
nwg-panel 0.10.12-1
nwg-readme-browser 0.1.7-2
nwg-shell 0.5.49-1
nwg-shell-config 0.5.62-1
nwg-shell-wallpapers 1.5-2
oath-toolkit 2.6.13-1.1
obs-studio 31.1.1-1.1
ocl-icd 2.3.3-1.1
octopi 0.17.0-2
onetbb 2022.2.0-1.1
oniguruma 6.9.10-1.1
openal 1.24.3-1.1
opencl-headers 2:2024.10.24-1
opencolorio 2.4.2-1.1
openconnect 1:9.12-4.1
opencore-amr 0.1.6-2.1
opencv 4.12.0-2.1
openexr 3.3.5-1.1
openh264 2.6.0-1.1
openimagedenoise 2.3.3-2
openimageio 3.0.8.1-1.1
openjpeg2 2.5.3-1
openldap 2.6.10-2
openmp 20.1.8-1.1
openpgl 0.7.0-1.1
openshadinglanguage 1.14.6.0-1.1
openssh 10.0p1-4.1
openssl 3.5.1-1.1
openssl-1.1 1.1.1.w-2.1
opensubdiv 3.6.0-2.1
opentimelineio 0.17.0-2.1
openvdb 12.0.1-2.1
openvpn 2.6.14-1.1
openxr 1.1.50-1.1
opus 1.5.2-1.1
opus-tools 0.2-7.1
opusfile 0.12-4.1
orc 0.4.41-1.1
orca 48.6-1
os-prober 1.83-1.1
osinfo-db 20250606-1
osm-gps-map 1.2.0-2.1
ostree 2025.4-1.1
otf-font-awesome 7.0.0-4
otf-font-awesome-4 4.7.0-7.1
p11-kit 0.25.5-1.1
pace 1.4.2-1.4
pacman 7.0.0.r7.g1f38429-1
pacman-contrib 1.12.0-1.1
pacman-mirrorlist 20250702-2
pacseek 1.8.5-1
pacutils 0.15.0-2
pahole 1:1.30-2.1
pam 1.7.1-1.1
pamac-aur 11.7.3-3
pambase 20250719-1
pamixer 1.6-3.1
pango 1:1.56.4-1.1
pangomm 2.46.4-1.4
pangomm-2.48 2.56.1-1.2
papirus-icon-theme 20250501-1
parallel 20250722-2
partclone 0.3.37-1.1
parted 3.6-2.1
partimage 0.6.9-16.1
paru-bin 2.1.0-1
paru-bin-debug 2.1.0-1
passim 0.1.10-1.1
patch 2.8-1.1
patchutils 0.4.2-3.1
patool 4.0.1-1
pavucontrol 1:6.1-1.1
pbzip2 1.1.13-4.1
pcaudiolib 1.3-1.1
pciutils 3.14.0-1.1
pcre 8.45-4.1
pcre2 10.45-1.1
pcsclite 2.3.3-1.1
perl 5.42.0-1.1
perl-alien-build 2.84-3
perl-alien-libxml2 0.20-3
perl-capture-tiny 0.50-3
perl-clone 0.47-2.1
perl-common-sense 3.75-9
perl-dbi 1.647-2.1
perl-encode-locale 1.05-14
perl-error 0.17030-2
perl-ffi-checklib 0.31-7
perl-file-basedir 0.09-6
perl-file-chdir 0.1011-6
perl-file-desktopentry 0.22-14
perl-file-listing 6.16-5
perl-file-mimeinfo 0.35-3
perl-file-which 1.27-7
perl-html-parser 3.83-2.1
perl-html-tagset 3.24-3
perl-http-cookiejar 0.014-4
perl-http-cookies 6.11-3
perl-http-daemon 6.16-5
perl-http-date 6.06-4
perl-http-message 7.00-2
perl-http-negotiate 6.01-15
perl-io-html 1.004-7
perl-ipc-system-simple 1.30-8
perl-json 4.10-2
perl-json-xs 4.03-7.1
perl-libwww 6.79-2
perl-lwp-mediatypes 6.04-7
perl-mailtools 2.22-2
perl-net-http 6.23-5
perl-path-tiny 0.150-1
perl-timedate 2.33-8
perl-try-tiny 0.32-3
perl-types-serialiser 1.01-5
perl-uri 5.32-2
perl-www-robotrules 6.02-15
perl-xml-libxml 2.0210-4.1
perl-xml-namespacesupport 1.12-6
perl-xml-parser 2.47-3.1
perl-xml-sax 1.02-2
perl-xml-sax-base 1.09-6
perl-xml-writer 0.900-5
phodav 3.0-4.1
pigz 2.8-2.1
pinentry 1.3.1-5.1
pipewire 1:1.4.7-1.1
pipewire-alsa 1:1.4.7-1.1
pipewire-audio 1:1.4.7-1.1
pipewire-jack 1:1.4.7-1.1
pipewire-pulse 1:1.4.7-1.1
pipewire-support 1-16
pipewire-v4l2 1:1.4.7-1.1
pipewire-x11-bell 1:1.4.7-1.1
pipewire-zeroconf 1:1.4.7-1.1
pixman 0.46.4-1.1
pixz 1.0.7-5.1
pkcs11-helper 1.30.0-2.1
pkgconf 2.5.1-1.1
plasma-activities 6.4.3-1.1
plasma-framework5 5.116.0-1.1
playerctl 2.4.1-4.1
plocate 1.1.23-1.1
polkit 126-2.1
polkit-gnome 0.105-11.1
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
pop-icon-theme 3.5.1-1
poppler 25.07.0-1.1
poppler-data 0.4.12-2
poppler-glib 25.07.0-1.1
poppler-qt6 25.07.0-1.1
popsicle 1.3.3-2
popt 1.19-2.1
portaudio 1:19.7.0-3.2
portmidi 1:2.0.6-1.1
portsmf 234-3.1
potrace 1.16-3.1
power-profiles-daemon 0.30-1
powertop 2.15-2.1
ppp 2.5.2-1.1
pps-tools 1.0.3-2.1
pptpclient 1.10.0-3.1
printer-support 1-9
procps-ng 4.0.5-3.1
profile-sync-daemon 1:6.50-2
protobuf 31.1-2.1
protobuf-c 1.5.2-4.1
proton-cachyos 1:10.0.20250714-1
proton-ge-custom-bin 1:GE_Proton10_10-1
protontricks 1.12.1-1
psmisc 23.7-1.1
psutils 3.3.11-1
ptex 2.4.3-1.1
pugixml 1.15-2.1
pulseaudio-alsa 1:1.2.12-4.1
purpose 6.16.0-1.1
pv 1.9.34-1.1
pyalpm 0.10.12-1.1
pybind11 3.0.0-1
pyside6 6.9.1-2.1
pystring 1.1.4-2.1
python 3.13.5-2
python-aaf2 1.7.1-3
python-annotated-types 0.7.0-2
python-appdirs 1.4.4-11
python-autocommand 2.2.2-7
python-babel 2.17.0-1
python-beautifulsoup4 4.13.3-1
python-build 1.2.2-3
python-cachecontrol 1:0.14.3-1
python-cairo 1.28.0-1.1
python-certifi 2025.07.14-1
python-chardet 5.2.0-6
python-charset-normalizer 3.4.2-1
python-click 8.2.1-1
python-contourpy 1.3.3-1.1
python-cssselect 1.2.0-8
python-cycler 0.12.1-3
python-darkdetect 0.8.0-4
python-dasbus 1.7-4
python-dateutil 2.9.0-6
python-dbus 1.4.0-1
python-defusedxml 0.7.1-7
python-distro 1.9.0-3
python-docutils 1:0.21.2-3
python-evdev 1.9.0-1.1
python-filelock 3.18.0-1
python-fonttools 4.59.0-1.1
python-fvs 0.3.4-4
python-geographiclib 2.0-6
python-geopy 2.4.1-4
python-gobject 3.52.3-3
python-i3ipc 2.2.1-8
python-idna 3.10-2
python-imagesize 1.4.1-6
python-installer 0.7.0-10
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jinja 1:3.1.6-1
python-kiwisolver 1.4.7-1.1
python-lockfile 0.12.2-14
python-lxml 6.0.0-2.1
python-mako 1.3.10-1
python-markdown 3.8.2-1
python-markdown2 2.5.0-2
python-markupsafe 3.0.2-1.2
python-matplotlib 3.10.3-1
python-moddb 0.14.0-1
python-more-itertools 10.7.0-1
python-msgpack 1.0.5-3.1
python-netifaces 0.11.0-7.1
python-numpy 2.3.2-1.1
python-opengl 3.1.9-1
python-orjson 3.11.1-1.1
python-packaging 25.0-1
python-pathvalidate 3.3.1-1
python-pefile 2024.8.26-1
python-pexpect 4.9.0-4
python-pilkit 3.0-3
python-pillow 11.3.0-1
python-platformdirs 4.3.6-2
python-psutil 7.0.0-1.1
python-ptyprocess 0.7.0-8
python-puremagic 2.0.0b4-1
python-pycups 2.0.4-3
python-pycurl 7.45.6-1.1
python-pydantic 2.11.7-1
python-pydantic-core 2:2.33.2-2.1
python-pygments 2.19.2-1
python-pyparsing 3.2.3-1
python-pypdf 5.9.0-1
python-pyproject-hooks 1.2.0-3
python-pyqt6 6.9.1-1
python-pyqt6-sip 13.10.2-1.1
python-pyserial 3.5-7
python-pysmbc 1.0.25.1-4
python-pytz 2025.2-1
python-pyudev 0.24.3-2
python-pyxdg 0.28-4
python-reportlab 4.2.2-5
python-requests 2.32.4-1
python-roman-numerals-py 3.1.0-1
python-send2trash 1.8.3-2
python-setproctitle 1.3.6-1.1
python-setuptools 1:80.9.0-1
python-setuptools-scm 8.3.1-1
python-six 1.17.0-1
python-snowballstemmer 2.2.0-7
python-soupsieve 2.6-2
python-sphinx 8.2.3-1
python-sphinx-alabaster-theme 1.0.0-4
python-sphinx_rtd_theme 2.0.0-2
python-sphinxcontrib-applehelp 2.0.0-3
python-sphinxcontrib-devhelp 2.0.0-4
python-sphinxcontrib-htmlhelp 2.1.0-3
python-sphinxcontrib-jquery 4.1-4
python-sphinxcontrib-jsmath 1.0.1-19
python-sphinxcontrib-qthelp 2.0.0-3
python-sphinxcontrib-serializinghtml 2.0.0-3
python-steamgriddb 1.0.5-4
python-tinycss2 1.4.0-2
python-tkintertools 3.0.0-1
python-tqdm 4.67.1-2
python-typing-inspection 0.4.1-1
python-typing_extensions 4.14.1-1
python-urllib3 2.5.0-1
python-urwid 3.0.2-1
python-vdf 4.0-2
python-wcwidth 0.2.13-3
python-webencodings 0.5.1-12
python-wheel 0.45.1-1
python-xlib 0.33-4
python-yaml 6.0.2-2.1
python-zstandard 0.23.0-3.1
qbittorrent 5.1.2-1
qca-qt5 2.3.10-2
qca-qt6 2.3.10-2
qemu-audio-alsa 10.0.3-1
qemu-audio-dbus 10.0.3-1
qemu-audio-jack 10.0.3-1
qemu-audio-oss 10.0.3-1
qemu-audio-pa 10.0.3-1
qemu-audio-pipewire 10.0.3-1
qemu-audio-sdl 10.0.3-1
qemu-audio-spice 10.0.3-1
qemu-base 10.0.3-1
qemu-block-curl 10.0.3-1
qemu-block-dmg 10.0.3-1
qemu-block-nfs 10.0.3-1
qemu-block-ssh 10.0.3-1
qemu-chardev-spice 10.0.3-1
qemu-common 10.0.3-1
qemu-desktop 10.0.3-1
qemu-hw-display-qxl 10.0.3-1
qemu-hw-display-virtio-gpu 10.0.3-1
qemu-hw-display-virtio-gpu-gl 10.0.3-1
qemu-hw-display-virtio-gpu-pci 10.0.3-1
qemu-hw-display-virtio-gpu-pci-gl 10.0.3-1
qemu-hw-display-virtio-gpu-pci-rutabaga 10.0.3-1
qemu-hw-display-virtio-gpu-rutabaga 10.0.3-1
qemu-hw-display-virtio-vga 10.0.3-1
qemu-hw-display-virtio-vga-gl 10.0.3-1
qemu-hw-display-virtio-vga-rutabaga 10.0.3-1
qemu-hw-uefi-vars 10.0.3-1
qemu-hw-usb-host 10.0.3-1
qemu-hw-usb-redirect 10.0.3-1
qemu-hw-usb-smartcard 10.0.3-1
qemu-img 10.0.3-1
qemu-system-x86 10.0.3-1
qemu-system-x86-firmware 10.0.3-1
qemu-ui-curses 10.0.3-1
qemu-ui-dbus 10.0.3-1
qemu-ui-egl-headless 10.0.3-1
qemu-ui-gtk 10.0.3-1
qemu-ui-opengl 10.0.3-1
qemu-ui-sdl 10.0.3-1
qemu-ui-spice-app 10.0.3-1
qemu-ui-spice-core 10.0.3-1
qemu-vhost-user-gpu 10.0.3-1
qhull 2020.2-5.1
qpdf 12.2.0-1.1
qqc2-desktop-style 6.16.0-1.1
qrencode 4.1.1-4.6
qt-sudo 2.0.1-1
qt5-base 5.15.17+kde+r123-1.1
qt5-declarative 5.15.17+kde+r21-1.1
qt5-graphicaleffects 5.15.17-1.1
qt5-location 5.15.17+kde+r7-1.1
qt5-multimedia 5.15.17+kde+r2-1.1
qt5-quickcontrols 5.15.17-1.1
qt5-quickcontrols2 5.15.17+kde+r5-1.1
qt5-speech 5.15.17+kde+r1-1.1
qt5-svg 5.15.17+kde+r5-1.1
qt5-tools 5.15.17+kde+r3-2.1
qt5-translations 5.15.17-1
qt5-wayland 5.15.17+kde+r57-1.1
qt5-webchannel 5.15.17+kde+r3-1.1
qt5-webengine 5.15.19-2
qt5-x11extras 5.15.17-1.1
qt6-5compat 6.9.1-1.2
qt6-base 6.9.1-5.1
qt6-charts 6.9.1-1.2
qt6-declarative 6.9.1-2.1
qt6-imageformats 6.9.1-1.2
qt6-multimedia 6.9.1-1.2
qt6-multimedia-ffmpeg 6.9.1-1.2
qt6-networkauth 6.9.1-1.2
qt6-positioning 6.9.1-1.2
qt6-shadertools 6.9.1-1.2
qt6-speech 6.9.1-1.2
qt6-svg 6.9.1-1.2
qt6-tools 6.9.1-2.1
qt6-translations 6.9.1-1
qt6-wayland 6.9.1-1.2
qt6-webchannel 6.9.1-1.2
qt6-webengine 6.9.1-2
qt6pas 6.2.8-1.1
qtermwidget 2.2.0-1.1
qtkeychain-qt6 0.15.0-3
quazip-qt5 1.5-1
quazip-qt6 1.5-1
radeontop 1.4-3.1
ragel 6.10-4.1
raptor 2.0.16-7.1
rasqal 1:0.9.33-7.2
rate-mirrors 0.20.0-2
rav1e 0.7.1-1.1
rawtherapee 1:5.12-1
rdma-core 58.0-1.1
re2 1:20240702-5.1
readline 8.3.001-1.1
realtime-privileges 4-3
rebuild-detector 4.4.5-1
recode 3.7.15-1.7
redland 1:1.0.17-9.1
rhash 1.4.4-1.2
ripgrep 14.1.1-2
rnnoise 1:0.2-1.1
rocm-cmake 6.4.1-1
rocm-core 6.4.1-1.2
rocm-device-libs 6.4.1-1
rocm-hip-runtime 6.4.1-1
rocm-language-runtime 6.4.1-1
rocm-llvm 6.4.1-1
rocm-opencl-runtime 6.4.1-1
rocminfo 6.4.1-1.1
rocprofiler-register 6.4.1-1.1
rofi-lbonn-wayland-git-debug 1.7.9.wayland1.r1.gd4b16e6f-1
rofi-wayland 1.7.9.1-1.1
rosegarden 25.06-1.1
rp-pppoe 4.0-5.1
rpcbind 1.2.7-2.1
rsync 3.4.1-2.1
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1.1
rubberband 4.0.0-1.1
run-parts 5.23.1-1.1
rust 1:1.88.0-1.1
rutabaga-ffi 0.1.6-2.1
s-nail 14.9.25-1.1
s-tui 1.2.0-1
samba 2:4.22.3-1.1
samba-support 1-8
sane 1.4.0-1.1
sane-airscan 0.99.35-1.2
sassc 3.6.2-5.2
sbc 2.0-2.1
scanner-support 1-4
scdoc 1.11.3-1.3
scenefx0.4 0.4.1-2
